"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"Knox","ME",,"23","013",1154,265000,262500,249250,262000,265000,269000,265000,259000,259900,259000,259000,269000,269000,269000,275000,269000,269950,268000,274000,275000,269000,265000,270000,267000,259000,250000,269000,269000,269750,269000,269000,270000,269000,246250,249000,249900,249950,250000,249700,259000,268000,259000,269250,269000,259000,259425,265000,265000,279500,282250,273750,263000,264900,259700,259000,250000,259450,259000,250000,255500,260000,256000,264900,262000,269000,274750,274000,274000,269000,274000,279000,278000,269250,272000,286000,295000,298500,289000,295000,296250,292500,297000,298500,299000,295000,295000,295000,3e+05,3e+05,299499,322500,3e+05,319000,319000,319000,329000,320000,319000,299000,299900,310000,3e+05,299900,297000
"Snyder","PA","Monroe Township, PA","42","109",1155,165000,165000,162400,159900,165450,172450,179900,179900,182000,180950,170000,172500,169900,166950,164900,171950,164900,157400,162400,149900,149900,159900,152450,149700,149500,159900,174250,194900,176500,186000,179900,174900,164900,179000,177500,173500,178250,169700,169900,199900,204900,205000,207000,204900,189900,189900,188750,185950,174900,179900,169450,169950,171950,185000,168900,168450,169450,169900,167900,167900,163900,161900,164950,162900,164400,169900,174900,181900,179900,184900,179900,179900,174400,179950,182350,179900,187400,188000,189900,199900,189000,181750,189450,189450,185000,188450,179900,188000,185425,194900,196154,197408,189900,185900,198000,198000,189900,189450,189900,189900,199900,189000,194500,189700
"Murray","GA","Dalton, GA","13","213",1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112275,129700,124200,132400,137800,135450,135400,138250,134950,134900,134900,139000,138000,129900,129900,129900,119900,119950,129900,126950,132700,130000,125450,128200,128900,135400,150000,138950,126450,127400,127400,129900,134000,136450,139500,134900,120000,123450,129900,137900,144950,156928,145000,143700,143700,144950,144900,142900,137950,150800,149950,145900,150800,154900,151400,156950,162150,152000,149950,152000,149950,149900,154750,156250,162150,165000,159200,153500,154900
"Natchitoches","LA","Natchitoches, LA","22","069",1157,,,,,,,,,,,,,,,,,,,,,,,,,,,172500,173450,152450,176500,163750,169500,169500,169500,173950,179450,179450,191000,169500,164750,164750,163750,164500,169700,172500,161500,157000,159000,159000,159000,159000,150200,159450,162000,160000,159900,165000,175000,172500,169250,149900,149900,169500,179700,179500,175000,175000,169500,188750,179000,170000,179000,189950,179500,179000,199000,199450,205500,192500,186250,188000,189000,179500,169250,169000,180000,179750,180000,175000,169900,175000,172450,189000,179900,182000,178500,173999.5,174999,179900,202750,199000,189750,195950,202000
"Franklin","IL",,"17","055",1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79950,79900,79900,83000,79000,79000,73450,74900,74500,79900,69950,76250,72500,72500,69900,69500,66700,67500,65000,66900,66450,65000,69900,69900,74250,74950,74400,74900,74450,74710,69900,69995,71900,69000,69000,69900,69900,69900,69900
"Person","NC","Durham, NC","37","145",1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209450,196750,187000,198000,199000,190000,196950,174700,173250,172000,172000,179900,193750,179950,198900,194900,192400,209900,189950,179000,179900,174900,173062.5,191250,194900,199900,199450,193950,216450,194900,185140,194900,189000,198400,189450,189450,199999,225000,224900,220000,221500,219900
"Floyd","KY",,"21","071",1160,,,,155500,150000,145000,156000,149900,144950,143500,132450,119900,123450,128250,129500,129500,124450,121500,119900,99900,99900,109500,119450,122450,119950,117000,114500,122450,125000,135000,135450,135900,137400,133450,129500,137200,127250,122200,124900,134900,136950,135000,139000,139000,136000,135000,129500,121250,119900,115000,119000,119250,114900,115000,119500,119500,119250,119900,124900,119900,119000,114950,112500,109950,109900,111000,110000,115000,117000,115000,119000,118500,118200,118200,115000,119000,132000,125000,130700,132000,130700,129000,126450,119900,121500,119900,120500,127450,131000,115000,115000,120250,119900,114950,110500,110500,112700,94900,94720,94463.5,90000,94900,99000,91950
"Marion","IL","Centralia, IL","17","121",1161,88700,94900,104700,105000,99500,89900,79900,81500,84000,84500,84900,83900,79900,79900,79900,86250,79950,85000,80000,79900,79900,77744,71900,76900,75000,77744,75000,79900,74900,78900,84500,84900,88500,84900,84900,78750,79500,79650,79900,79900,81250,84900,84900,81900,79900,79900,77000,69900,74700,78000,78500,74900,75000,78500,79900,79900,79000,79000,75000,79000,79000,75000,77500,84900,89900,83250,79900,79900,79900,79900,84950,84000,84950,84450,84950,89000,94450,88000,92000,86000,82000,80000,84950,83500,82500,84450,87450,89900,89900,85000,87750,79900,85000,84500,83214.5,86900,89000,89000,89900,89900,89900,89900,95000,99000
"Essex","NY",,"36","031",1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000,230000,215000,199999,219000,209000,215000,199999,199000,190000,189900,199000,195000,217000,219000,224000,219450,225000,212450,199950,199450,199000,199000,194900,190000,199000,199000,210000,199900,210000,210000,212250,199900,199900,210000,199000,215000,212500,224450,238700,234950
"Harrison","IN","Louisville, KY","18","061",1163,141900,142450,148950,149900,149900,149900,149900,154900,149900,149900,149900,149900,149450,149900,149900,149900,149900,144900,149900,149900,149000,149450,149900,145000,139900,134900,138600,139900,139900,139900,144900,139900,139900,134900,135900,134000,132000,133900,139700,142900,142000,134900,134900,131750,129900,129900,129900,132450,134900,137450,134900,133950,140950,139899,129700,137200,126450,125950,128450,129400,129000,129000,129900,130000,135000,134900,135000,135000,134950,130000,129900,129900,138450,131700,134900,152400,149900,154900,159900,159900,164950,164950,162400,164000,167900,169500,159900,173950,162450,173950,169800,179900,189900,179450,179900,175400,169900,171950,184900,179900,189900,184950,175000,169900
"Upshur","TX","Longview, TX","48","459",1164,155000,151250,145900,153875,157500,159900,159250,159900,168000,165450,167200,156090,154900,155000,147450,145000,155000,159900,155000,157450,159900,154900,152450,150000,146500,139900,139900,145000,145000,145450,139900,147750,144700,150000,145000,149900,145000,145000,149500,147750,140000,145000,147000,149900,149000,149900,149250,147000,149900,159900,159950,169900,169900,172450,179900,179900,179900,179900,169500,169700,172900,179900,169900,173450,171000,165750,159900,169900,189500,182000,185000,179000,169900,169500,150200,158500,159900,172400,175000,174950,169900,168750,159900,169000,156950,154900,149900,159450,158900,158450,159900,163750,168000,167500,169000,169000,164950,158000,159800,158000,155000,169800,164950,153500
"Nez Perce","ID","Lewiston, ID","16","069",1165,190950,187500,189700,188450,188400,183700,189900,189900,189500,188450,185000,178500,185000,179000,179000,186500,190000,180000,179900,180000,179900,179500,175000,179500,179000,179700,179900,175000,178000,174900,169000,175000,169900,169900,169900,169900,169900,174900,173750,177700,187000,187000,184900,189000,189900,189000,182500,189250,179900,179250,183900,187500,185000,189900,195000,189900,196000,191900,189700,183500,185000,185000,194900,194900,199700,206950,199300,199000,209500,209750,199000,204500,211750,218450,220000,215000,219900,220500,229000,229900,229250,224000,223850,219000,215000,215000,219900,224900,230000,239900,238900,229000,229949.5,226500,229000,229000,229000,229000,239900,239900,235900,239000,239000,239000
"Clinton","PA","Lock Haven, PA","42","035",1166,124000,119000,119500,119250,124900,124900,123900,119900,123400,124900,122700,116700,123400,116700,124950,134900,129000,134450,132900,130999.5,125000,125000,127400,126900,124900,127950,128000,125000,129900,129900,135000,138500,139400,129900,138700,129900,129900,119950,129900,129900,126000,138200,139900,139900,133000,131000,129900,130000,133450,139900,142500,139900,154900,150000,149500,150000,145900,139900,139900,134900,137500,138450,137900,136400,139900,139900,139900,139950,139900,139900,139900,145450,144900,145000,145000,149800,154900,149000,146000,139900,139900,139900,142500,147500,139900,149000,139900,147700,154900,154900,155000,149700,144950,150000,149900,149950,149900,154450,150000,152000,139000,129950,138000,140000
"Scott","MO","Sikeston, MO","29","201",1167,79900,79900,79900,79900,79900,89900,89900,99200,96900,90700,82450,89900,90700,99500,99500,105900,102900,105900,102900,109900,99900,91900,79900,74900,86200,89500,79900,89925,94900,94900,93900,89900,90000,89999,91450,89949.5,89500,89700,94000,89999,94900,98000,101500,99250,96900,99900,99900,104950,94900,99900,97700,101400,109900,104900,109000,105000,96500,99900,104950,111900,110450,115450,116000,115000,110000,112000,110000,114950,113950,115000,116250,115500,110000,113450,115000,114950,115000,111450,114900,107950,109900,110950,114900,108250,108500,108750,110000,107000,109900,109000,105000,110000,114900,117500,119400,118650,118650,118650,116250,117760,115000,107200,109250,110000
"Mower","MN","Austin, MN","27","099",1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,110900,114900,119250,115449.5,114900,109500,109900,99900,93450,91500,99500,1e+05,105900,115000,118500,114950,108950,99900,104900,105000,109700,112450,119900,114900,119900,120000,128500,131900
"Hendry","FL","Clewiston, FL","12","051",1169,133400,129900,123450,117250,117000,115000,119900,120000,124900,112450,104900,99900,104900,99900,109900,110000,119900,118500,112500,112500,109900,104900,104950,99999,99949.5,99900,105000,108900,119900,110000,109900,99900,99900,99900,110000,110000,109900,109950,110000,118700,114999,110000,99900,99000,99550,99900,99900,99995,99700,99000,109949.5,99945,110000,103500,99500,102500,106450,109999.5,115000,115000,114999.5,124900,125900,130000,129900,137400,139900,147900,140000,136900,133500,130750,129450,139900,139900,138000,144900,150000,159900,159950,165000,165000,160000,166250,165000,165000,165000,170000,174950,165000,159900,159900,155000,149950,145000,150000,149900,162500,159900,160000,169000,174950,180000,179450
"Crawford","KS","Pittsburg, KS","20","037",1170,84900,79900,84950,84040,85950,89900,79500,89500,88500,84950,88500,81900,78500,77950,75000,71250,74900,81700,86750,88500,84900,79900,79900,79900,89900,89900,87250,89900,93250,89900,84900,85000,89500,84000,84250,79900,79900,79200,75000,75000,77500,77250,84900,87250,89900,87500,89900,89900,81950,80000,85000,84500,89900,89900,92000,88000,89900,89900,89900,89900,89900,89900,89900,88450,92950,95000,94750,89500,83500,85000,85000,82500,79000,80000,79750,84450,84900,83400,89950,85000,82500,80000,75000,73500,74500,75500,79500,79900,80250,80500,84900,85000,85000,80700,83400,80250,79250,79900,82500,85750,89000,93900,95900,90000
"Cheatham","TN","Nashville, TN","47","021",1171,174900,169900,169900,167900,169000,167900,169900,169500,169900,169900,168750,169500,164999.5,164900,164900,159900,155000,154900,150000,150000,150000,149900,149900,149900,149000,145000,145000,144900,144000,144000,154900,149900,154900,154900,154949.5,154999,151250,154900,159000,159800,159850,160450,159700,159500,159900,159900,159900,159900,149900,149900,159900,163700,162900,169900,171925,179900,175000,184900,179500,179900,176500,169400,168900,179950,189900,198000,214900,210200,210000,2e+05,199900,197950,189950,199900,195000,2e+05,208400,224000,224900,229950,235900,238950,230999.5,224950,213900,219000,210000,237900,239900,239900,245000,238400,239900,249900,250000,249950,257715,259000,257075,269900,264850,265000,268990,269900
"Defiance","OH","Defiance, OH","39","039",1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119450,117449.5,124900,122200,119900,114950,114900,110000,104500,109900,110000,111250,109900,109450,112900,109900
"Cass","IN","Logansport, IN","18","017",1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000,71200,69000,69450,68250,69500,69000,69000,63250,62500,64000,59900,59900,64950,68450,67000,59900,67000,63600,63500,62000,63000,62000,66200,69600,73900,69900,77400,75000,75950,72450,72000,75000,75000,75950,81500,84750,85000,87000,87500,88900
"Livingston","IL","Pontiac, IL","17","105",1174,104450,99900,116450,120000,120000,109198.5,114000,114000,114900,112400,104900,92450,99900,102450,102450,112400,119500,119000,119000,114900,117000,109000,113275,99900,114900,114900,110000,104450,110000,114000,114650,104900,104900,98900,97750,94900,94900,1e+05,97500,95000,98250,99900,98000,99450,95000,94950,91950,90000,89000,87000,90000,90000,89950,93500,89000,89900,89900,96400,85500,85000,85000,89000,84900,85900,89000,97500,94200,92500,90200,89900,89000,89000,89000,89900,89950,89900,97000,96000,92950,94950,93500,93500,95500,94700,94900,90750,93000,99900,101000,99900,99900,97750,99900,98500,94950,96500,93200,93200,94010,94950,93950,93950,93400,95000
"Colleton","SC",,"45","029",1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215000,215000,2e+05,199900,219450,229000,229950,235000,235000,238000,249900,259450
"Jefferson","IL","Mount Vernon, IL","17","081",1176,110000,104750,107000,112750,113000,110900,105000,107000,104000,99500,99000,99000,99000,104900,112000,119900,117450,109450,109900,99900,94900,94950,94900,89900,98500,104900,99000,94000,102500,109900,105700,98500,102400,94950,93000,93000,96250,104900,106200,114200,114900,118450,114900,110000,114900,109000,99500,97000,95000,99500,99800,112500,117500,115450,115000,114900,115400,114900,110900,112900,110000,104950,109500,104950,112950,118700,117900,118500,118500,118000,114900,109900,105950,109500,109250,101450,103000,105000,110000,108000,107500,109450,110000,109900,109900,109000,99950,109900,114900,114900,114900,114900,114950,112000,109500,110000,119250,120000,124900,121450,117000,119700,113000,109500
"Waldo","ME",,"23","027",1177,189900,189900,189250,189900,198500,199000,199000,194950,199000,199000,192000,189900,193000,181500,189900,193760.5,205000,199500,194950,192225,189900,189000,189000,189900,184000,189000,179900,179000,179900,179900,180000,184000,182000,184950,185000,182500,185000,184000,178900,175750,179000,183000,175000,179000,185000,179700,179950,179250,179700,179900,179900,179000,185000,187450,181950,184950,179900,175000,172500,169900,169900,164000,165000,175000,179900,184900,189900,189250,189000,189000,189900,195000,198000,189900,199000,197950,210000,210000,199900,198500,196000,195000,195000,192000,189900,189900,192450,192450,189900,189900,194500,189900,192000,189900,192000,189900,185000,189900,189450,179900,195000,199450,219900,212000
"Greene","PA",,"42","059",1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,134950,141000,149900,149900,159850,149000,144450,149900,149900,149900,146750,144900,144950,139900,138250,127250,125000,124900,119950,120500,121950,122900,119950,127950,124900,124900,124900,128000,119500,125000,124950,118500,124900,132000,139000,144950,149900,134500
"Woodford","IL","Peoria, IL","17","203",1179,155950,168200,168900,173900,179950,182450,184900,175450,174900,168700,164875,164950,159900,150900,159900,162400,173900,170000,173900,175950,164900,169000,159900,149900,149900,139900,145000,149900,159900,164900,155000,154500,151900,149900,152200,151900,159625,154900,164900,168500,163000,161400,164500,169500,169200,169700,163050,159850,154450,149900,148000,154950,165400,162900,159900,162500,169000,164950,163500,159500,159500,161900,162400,159900,169700,159900,159900,154900,162400,164900,164900,163250,159900,159900,169900,159900,166250,168950,159900,156900,157500,154950,156950,152700,153900,158000,164900,169900,179900,185000,181150,179900,178700,169450,169900,167000,156900,163000,164900,169900,169900,169200,169900,165000
"Lawrence","MO",,"29","109",1180,106750,104400,99950,99000,99700,98700,99500,98200,97700,99950,104900,105000,101500,1e+05,108950,109900,113000,115000,109900,109900,109900,110000,105320,1e+05,107000,109000,99900,99700,95000,99200,97900,99900,94500,95000,94950,97500,99200,89900,87500,88500,98900,98500,98500,96800,98000,99900,99000,99500,94900,92750,94900,99500,101500,99900,104900,104900,109450,105000,108400,106250,107500,109600,109500,109950,109900,112900,109900,104900,101000,99900,99500,94500,99500,105000,110000,109900,107500,1e+05,99900,101500,99900,99500,99900,105000,1e+05,108000,108500,108000,109000,114000,118900,118900,118450,109950,115000,114950,114900,119250,121250,119999,124900,125000,129900,129500
